ID,Name,Type 1,Type 2,Abilities,HiddenAbility,Generation,Hp,Attack,Defense,SpecialAttack,SpecialDefense,Speed,TotalStats,Weight,Height,GenderProbM,Category,CatchRate,EggCycles,EggGroup,LevelingRate,BaseFriendship,IsLegendary,IsMythical,IsUltraBeast,HasMega,EvoStage,TotalEvoStages,PreevoName,DamageFromNormal,DamageFromFighting,DamageFromFlying,DamageFromPoison,DamageFromGround,DamageFromRock,DamageFromBug,DamageFromGhost,DamageFromSteel,DamageFromFire,DamageFromWater,DamageFromGrass,DamageFromElectric,DamageFromPsychic,DamageFromIce,DamageFromDragon,DamageFromDark,DamageFromFairy
31.0,Pikachu,Electric,,['Static'],['Lightning Rod'],I,35.0,55.0,40.0,50.0,50.0,90.0,430.0,6.0,0.4,0.5,Mouse Pokémon,190.0,10.0,['Field' 'Fairy'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,3.0,Pichu,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
32.0,Raichu,Electric,,['Static'],['Lightning Rod'],I,60.0,90.0,55.0,90.0,80.0,110.0,485.0,30.0,0.8,0.5,Mouse Pokémon,75.0,10.0,['Field' 'Fairy'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,3.0,3.0,Pikachu,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
33.0,Sandshrew,Ground,,['Sand Veil'],['Sand Rush'],I,50.0,75.0,85.0,20.0,30.0,40.0,300.0,12.0,0.6,0.5,Mouse Pokémon,255.0,20.0,['Field'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0
34.0,Sandslash,Ground,,['Sand Veil'],['Sand Rush'],I,75.0,100.0,110.0,45.0,55.0,65.0,450.0,29.5,1.0,0.5,Mouse Pokémon,90.0,20.0,['Field'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Sandshrew,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0
35.0,Nidoran♀,Poison,,"['Poison Point', 'Rivalry']",['Hustle'],I,55.0,47.0,52.0,40.0,40.0,41.0,275.0,7.0,0.4,0.0,Poison Pin Pokémon,235.0,20.0,['Monster' 'Field'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,1.0,3.0,No Preevolution,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
36.0,Nidorina,Poison,,"['Poison Point', 'Rivalry']",['Hustle'],I,70.0,62.0,67.0,55.0,55.0,56.0,365.0,20.0,0.8,0.0,Poison Pin Pokémon,120.0,20.0,-,"Medium Slow
",70.0,0.0,0.0,0.0,0.0,2.0,3.0,Nidoran♀,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
37.0,Nidoqueen,Poison,Ground,"['Poison Point', 'Rivalry']",['Sheer Force'],I,90.0,92.0,87.0,75.0,85.0,76.0,505.0,60.0,1.3,0.0,Drill Pokémon,45.0,20.0,-,"Medium Slow
",70.0,0.0,0.0,0.0,0.0,3.0,3.0,Nidorina,1.0,0.5,1.0,0.25,2.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,0.5
38.0,Nidoran♂,Poison,,"['Poison Point', 'Rivalry']",['Hustle'],I,46.0,57.0,40.0,40.0,40.0,50.0,273.0,9.0,0.5,1.0,Poison Pin Pokémon,235.0,20.0,['Monster' 'Field'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,1.0,3.0,No Preevolution,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
39.0,Nidorino,Poison,,"['Poison Point', 'Rivalry']",['Hustle'],I,61.0,72.0,57.0,55.0,55.0,65.0,365.0,19.5,0.9,1.0,Poison Pin Pokémon,120.0,20.0,['Monster' 'Field'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,2.0,3.0,Nidoran♂,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
40.0,Nidoking,Poison,Ground,"['Poison Point', 'Rivalry']",['Sheer Force'],I,81.0,102.0,77.0,85.0,75.0,85.0,505.0,62.0,1.4,1.0,Drill Pokémon,45.0,20.0,['Monster' 'Field'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,3.0,3.0,Nidorino,1.0,0.5,1.0,0.25,2.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,0.5
41.0,Clefairy,Fairy,,"['Cute Charm', 'Magic Guard']",['Friend Guard'],I,70.0,45.0,48.0,60.0,65.0,35.0,323.0,7.5,0.6,0.25,Fairy Pokémon,150.0,10.0,['Fairy'],"Fast
",140.0,0.0,0.0,0.0,0.0,2.0,3.0,Cleffa,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
42.0,Clefable,Fairy,,"['Cute Charm', 'Magic Guard']",['Unaware'],I,95.0,70.0,73.0,95.0,90.0,60.0,483.0,40.0,1.3,0.25,Fairy Pokémon,25.0,10.0,['Fairy'],"Fast
",140.0,0.0,0.0,0.0,0.0,3.0,3.0,Clefairy,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
43.0,Vulpix,Fire,,['Flash Fire'],['Drought'],I,38.0,41.0,40.0,50.0,65.0,65.0,299.0,9.9,0.6,0.25,Fox Pokémon,190.0,20.0,['Field'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
44.0,Ninetales,Fire,,['Flash Fire'],['Drought'],I,73.0,76.0,75.0,81.0,100.0,100.0,505.0,19.9,1.1,0.25,Fox Pokémon,75.0,20.0,['Field'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Vulpix,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
45.0,Jigglypuff,Normal,Fairy,"['Cute Charm', 'Competitive']",['Friend Guard'],I,115.0,45.0,20.0,45.0,25.0,20.0,270.0,5.5,0.5,0.25,Balloon Pokémon,170.0,10.0,['Fairy'],"Fast
",70.0,0.0,0.0,0.0,0.0,2.0,3.0,Igglybuff,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
46.0,Wigglytuff,Normal,Fairy,"['Cute Charm', 'Competitive']",['Frisk'],I,140.0,70.0,45.0,85.0,50.0,45.0,435.0,12.0,1.0,0.25,Balloon Pokémon,50.0,10.0,['Fairy'],"Fast
",70.0,0.0,0.0,0.0,0.0,3.0,3.0,Jigglypuff,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
47.0,Zubat,Poison,Flying,['Inner Focus'],['Infiltrator'],I,40.0,45.0,35.0,30.0,40.0,55.0,245.0,7.5,0.8,0.5,Bat Pokémon,255.0,15.0,['Flying'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,3.0,No Preevolution,1.0,0.25,1.0,0.5,0.0,2.0,0.25,1.0,1.0,1.0,1.0,0.25,2.0,2.0,2.0,1.0,1.0,0.5
48.0,Golbat,Poison,Flying,['Inner Focus'],['Infiltrator'],I,75.0,80.0,70.0,65.0,75.0,90.0,455.0,55.0,1.6,0.5,Bat Pokémon,90.0,15.0,['Flying'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,3.0,Zubat,1.0,0.25,1.0,0.5,0.0,2.0,0.25,1.0,1.0,1.0,1.0,0.25,2.0,2.0,2.0,1.0,1.0,0.5
49.0,Oddish,Grass,Poison,['Chlorophyll'],['Run Away'],I,45.0,50.0,55.0,75.0,65.0,30.0,320.0,5.4,0.5,0.5,Weed Pokémon,255.0,20.0,['Grass'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,1.0,3.0,No Preevolution,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5
50.0,Gloom,Grass,Poison,['Chlorophyll'],['Stench'],I,60.0,65.0,70.0,85.0,75.0,40.0,395.0,8.6,0.8,0.5,Weed Pokémon,120.0,20.0,['Grass'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,2.0,3.0,Oddish,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5
51.0,Vileplume,Grass,Poison,['Chlorophyll'],['Effect Spore'],I,75.0,80.0,85.0,110.0,90.0,50.0,490.0,18.6,1.2,0.5,Flower Pokémon,45.0,20.0,['Grass'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,3.0,3.0,Gloom,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5
52.0,Paras,Bug,Grass,"['Effect Spore', 'Dry Skin']",['Damp'],I,35.0,70.0,55.0,45.0,55.0,25.0,285.0,5.4,0.3,0.5,Mushroom Pokémon,190.0,20.0,['Bug' 'Grass'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,0.5,4.0,2.0,0.25,2.0,2.0,1.0,1.0,4.0,0.5,0.25,0.5,1.0,2.0,1.0,1.0,1.0
53.0,Parasect,Bug,Grass,"['Effect Spore', 'Dry Skin']",['Damp'],I,60.0,95.0,80.0,60.0,80.0,30.0,405.0,29.5,1.0,0.5,Mushroom Pokémon,75.0,20.0,['Bug' 'Grass'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Paras,1.0,0.5,4.0,2.0,0.25,2.0,2.0,1.0,1.0,4.0,0.5,0.25,0.5,1.0,2.0,1.0,1.0,1.0
54.0,Venonat,Bug,Poison,"['Compound Eyes', 'Tinted Lens']",['Run Away'],I,60.0,55.0,50.0,40.0,55.0,45.0,305.0,30.0,1.0,0.5,Insect Pokémon,190.0,20.0,['Bug'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,0.25,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,0.5
55.0,Venomoth,Bug,Poison,"['Shield Dust', 'Tinted Lens']",['Wonder Skin'],I,70.0,65.0,60.0,90.0,75.0,90.0,450.0,12.5,1.5,0.5,Poison Moth Pokémon,75.0,20.0,['Bug'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Venonat,1.0,0.25,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,0.5
56.0,Diglett,Ground,,"['Sand Veil', 'Arena Trap']",['Sand Force'],I,10.0,55.0,25.0,35.0,45.0,95.0,265.0,0.8,0.2,0.5,Mole Pokémon,255.0,20.0,['Field'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0
57.0,Dugtrio,Ground,,"['Sand Veil', 'Arena Trap']",['Sand Force'],I,35.0,100.0,50.0,50.0,70.0,120.0,425.0,33.3,0.7,0.5,Mole Pokémon,50.0,20.0,['Field'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Diglett,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0
58.0,Meowth,Normal,,"['Pickup', 'Technician']",['Unnerve'],I,40.0,45.0,35.0,40.0,40.0,90.0,290.0,4.2,0.4,0.5,Scratch Cat Pokémon,255.0,20.0,['Field'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
59.0,Persian,Normal,,"['Limber', 'Technician']",['Unnerve'],I,65.0,70.0,60.0,65.0,65.0,115.0,440.0,32.0,1.0,0.5,Classy Cat Pokémon,90.0,20.0,['Field'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Meowth,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60.0,Psyduck,Water,,"['Damp', 'Cloud Nine']",['Swift Swim'],I,50.0,52.0,48.0,65.0,50.0,55.0,320.0,19.6,0.8,0.5,Duck Pokémon,190.0,20.0,['Water 1' 'Field'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
61.0,Golduck,Water,,"['Damp', 'Cloud Nine']",['Swift Swim'],I,80.0,82.0,78.0,95.0,80.0,85.0,500.0,76.6,1.7,0.5,Duck Pokémon,75.0,20.0,['Water 1' 'Field'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Psyduck,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
62.0,Mankey,Fighting,,"['Vital Spirit', 'Anger Point']",['Defiant'],I,40.0,80.0,35.0,35.0,45.0,70.0,305.0,28.0,0.5,0.5,Pig Monkey Pokémon,190.0,20.0,['Field'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,3.0,No Preevolution,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
63.0,Primeape,Fighting,,"['Vital Spirit', 'Anger Point']",['Defiant'],I,65.0,105.0,60.0,60.0,70.0,95.0,455.0,32.0,1.0,0.5,Pig Monkey Pokémon,75.0,20.0,['Field'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,3.0,Mankey,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
64.0,Growlithe,Fire,,"['Intimidate', 'Flash Fire']",['Justified'],I,55.0,70.0,45.0,70.0,50.0,60.0,350.0,19.0,0.7,0.75,Puppy Pokémon,190.0,20.0,['Field'],"Slow
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
